"","country","indicator","year","value","units"
"1095","Niger","6.5 Progress with strengthening veterinary services","unknown","B - Veterinary services assessed and plans developed to improve capacity, through a structured approach such as OIE Performance of Veterinary Services (PVS) Evaluation and PVS Gap Analysis missions.","none"
"1096","Niger","7.2 National monitoring system for antimicrobials intended to be used in animals (terrestrial and aquatic) (sales/use)","unknown","A - No national plan or system for monitoring sales/use of antimicrobials in animals.","none"
"1097","Niger","7.5 (b) AMR surveillance is routinely undertaken in animals for the following categories: [Animal (terrestrial and/or aquatic) isolates linked to animal disease.]","unknown","N/A","none"
"1098","Niger","7.5 (b) AMR surveillance is routinely undertaken in animals for the following categories: [Zoonotic pathogenic bacteria]","unknown","N/A","none"
"1099","Niger","8.2 Good health, management and hygiene practices to reduce the use of antimicrobials and minimize development and transmission of AMR in animal production (terrestrial and aquatic)","unknown","B - Some activities in place to develop and promote good production practices.","none"
"1100","Niger","9.2 Optimizing antimicrobial use in animal health (terrestrial and aquatic)","unknown","A - No national policy or legislation regarding the quality, safety and efficacy of antimicrobial products, and their distribution, sale or use.","none"
"1101","Niger","10. National assessment of risks for AMR transmission in the environment and pollution control. Legislation and/or regulations to prevent contamination of the environment with antimicrobials [Discharges from intensive animal (terrestrial and aquatic) production (liquid waste and manure) a) disposal into the environment][Are risk reduction actions underway-]","unknown",NA,"none"
"1102","Burundi","4.1 Multi-sector and One Health collaboration/coordination","unknown","B - Multi-sectoral working group(s) or coordination committee on AMR established with Government leadership.","none"
"1103","Burundi","4.2 Which sectors are actively involved in developing and implementing the AMR National Action Plan- [Food Production]","unknown","No","none"
"1104","Burundi","4.2 Which sectors are actively involved in developing and implementing the AMR National Action Plan- [Environment]","unknown","Yes","none"
"1105","Burundi","5.1 Country progress with development of a national action plan on AMR","unknown","C - National AMR action plan developed.","none"
"1106","Burundi","5.2 Is your countrys national action plan on AMR linked to any other existing action plans, strategies or targets related to - [Malaria]","unknown","Yes","none"
"1107","Burundi","5.3 If you have published your AMR national action plan, please insert a link here.","unknown",NA,"none"
"1108","Burundi","5.4 Country legislations on antimicrobial use [Country has laws or regulations that prohibits the use of antibiotics for growth promotion in the absence of risk analysis.]","unknown","Don't Know","none"
"1109","Burundi","5.4 Country legislations on antimicrobial use [Country has legislation on marketing of pesticides including antimicrobial pesticides, such as bactericides and fungicides used in plant production.]","unknown","Yes","none"
"1110","Burundi","6.1 Raising awareness and understanding of AMR risks and response","unknown","D - Nationwide, government-supported antimicrobial resistance awareness campaign targeting all or the majority of priority stakeholder groups, based on stakeholder analysis, utilizing targeted messaging accordingly within sectors.","none"
"1111","Burundi","6.1.1 For the level selected above, please indicate the extent of involvement of the sectors below. [Animal Health (terrestrial and aquatic)]","unknown","This sector not involved","none"
"1112","Burundi","6.3 Training and professional education on AMR in the veterinary sector","unknown","B - Ad hoc AMR training courses available for veterinary related professionals.","none"
"1113","Burundi","6.5 Progress with strengthening veterinary services","unknown","A - No systematic approach at national level to strengthening Veterinary Services.","none"
"1114","Burundi","7.2 National monitoring system for antimicrobials intended to be used in animals (terrestrial and aquatic) (sales/use)","unknown","A - No national plan or system for monitoring sales/use of antimicrobials in animals.","none"
"1115","Burundi","7.5 (b) AMR surveillance is routinely undertaken in animals for the following categories: [Animal (terrestrial and/or aquatic) isolates linked to animal disease.]","unknown","N/A","none"
"1116","Burundi","7.5 (b) AMR surveillance is routinely undertaken in animals for the following categories: [Zoonotic pathogenic bacteria]","unknown","N/A","none"
"1117","Burundi","8.2 Good health, management and hygiene practices to reduce the use of antimicrobials and minimize development and transmission of AMR in animal production (terrestrial and aquatic)","unknown","A - No systematic efforts to improve good production practices.","none"
"1118","Burundi","9.2 Optimizing antimicrobial use in animal health (terrestrial and aquatic)","unknown","A - No national policy or legislation regarding the quality, safety and efficacy of antimicrobial products, and their distribution, sale or use.","none"
"1119","Burundi","10. National assessment of risks for AMR transmission in the environment and pollution control. Legislation and/or regulations to prevent contamination of the environment with antimicrobials [Discharges from intensive animal (terrestrial and aquatic) production (liquid waste and manure) a) disposal into the environment][Are risk reduction actions underway-]","unknown","No","none"
"1120","Kenya","4.1 Multi-sector and One Health collaboration/coordination","unknown","C - Multi-sectoral working group(s) is (are) functional, with clear terms of reference, regular meetings, and funding for working group(s) with activities and reporting/accountability arrangements defined.","none"
"1121","Kenya","4.2 Which sectors are actively involved in developing and implementing the AMR National Action Plan- [Food Production]","unknown","No","none"
"1122","Kenya","4.2 Which sectors are actively involved in developing and implementing the AMR National Action Plan- [Environment]","unknown","No","none"
"1123","Kenya","5.1 Country progress with development of a national action plan on AMR","unknown","D - National AMR action plan approved by government that reflects Global Action Plan objectives, with a budgeted operational plan and monitoring arrangements.","none"
"1124","Kenya","5.2 Is your countrys national action plan on AMR linked to any other existing action plans, strategies or targets related to - [Malaria]","unknown","No","none"
"1125","Kenya","5.3 If you have published your AMR national action plan, please insert a link here.","unknown",NA,"none"
"1126","Kenya","5.4 Country legislations on antimicrobial use [Country has laws or regulations that prohibits the use of antibiotics for growth promotion in the absence of risk analysis.]","unknown","No","none"
"1127","Kenya","5.4 Country legislations on antimicrobial use [Country has legislation on marketing of pesticides including antimicrobial pesticides, such as bactericides and fungicides used in plant production.]","unknown","Yes","none"
"1128","Kenya","6.1 Raising awareness and understanding of AMR risks and response","unknown","D - Nationwide, government-supported antimicrobial resistance awareness campaign targeting all or the majority of priority stakeholder groups, based on stakeholder analysis, utilizing targeted messaging accordingly within sectors.","none"
"1129","Kenya","6.1.1 For the level selected above, please indicate the extent of involvement of the sectors below. [Animal Health (terrestrial and aquatic)]","unknown","This sector is a main focus for activities","none"
"1130","Kenya","6.3 Training and professional education on AMR in the veterinary sector","unknown","D - Continuing professional training on antimicrobial resistance and antimicrobial use is available nationwide for veterinary related professionals.","none"
"1131","Kenya","6.5 Progress with strengthening veterinary services","unknown","D - Monitoring of Veterinary Services performance carried out regularly, e.g. through PVS Evaluation Follow Up missions.","none"
"1132","Kenya","7.2 National monitoring system for antimicrobials intended to be used in animals (terrestrial and aquatic) (sales/use)","unknown","B - Plan agreed for monitoring quantities of antimicrobials sold for/used in animals, based on OIE standards.10","none"
"1133","Kenya","7.5 (b) AMR surveillance is routinely undertaken in animals for the following categories: [Animal (terrestrial and/or aquatic) isolates linked to animal disease.]","unknown","N/A","none"
"1134","Kenya","7.5 (b) AMR surveillance is routinely undertaken in animals for the following categories: [Zoonotic pathogenic bacteria]","unknown","N/A","none"
"1135","Kenya","8.2 Good health, management and hygiene practices to reduce the use of antimicrobials and minimize development and transmission of AMR in animal production (terrestrial and aquatic)","unknown","C - National plan agreed to ensure good production practices in line with international standards (e.g. OIE Terrestrial and Aquatic Codes, Codex Alimentarius). Nationally agreed guidance for good production practices developed, adapted for implementation at local farm and food production level.","none"
"1136","Kenya","9.2 Optimizing antimicrobial use in animal health (terrestrial and aquatic)","unknown","C - National legislation covers all aspects of national manufacture, import, marketing authorization, control of safety, quality and efficacy and distribution of antimicrobial products.","none"
"1137","Kenya","10. National assessment of risks for AMR transmission in the environment and pollution control. Legislation and/or regulations to prevent contamination of the environment with antimicrobials [Discharges from intensive animal (terrestrial and aquatic) production (liquid waste and manure) a) disposal into the environment][Are risk reduction actions underway-]","unknown",NA,"none"
"1138","Cote d'Ivoire","4.1 Multi-sector and One Health collaboration/coordination","unknown","B - Multi-sectoral working group(s) or coordination committee on AMR established with Government leadership.","none"
"1139","Cote d'Ivoire","4.2 Which sectors are actively involved in developing and implementing the AMR National Action Plan- [Food Production]","unknown","No","none"
"1140","Cote d'Ivoire","4.2 Which sectors are actively involved in developing and implementing the AMR National Action Plan- [Environment]","unknown","Yes","none"
"1141","Cote d'Ivoire","5.1 Country progress with development of a national action plan on AMR","unknown","C - National AMR action plan developed.","none"
"1142","Cote d'Ivoire","5.2 Is your countrys national action plan on AMR linked to any other existing action plans, strategies or targets related to - [Malaria]","unknown","Yes","none"
"1143","Cote d'Ivoire","5.3 If you have published your AMR national action plan, please insert a link here.","unknown","N/A","none"
"1144","Cote d'Ivoire","5.4 Country legislations on antimicrobial use [Country has laws or regulations that prohibits the use of antibiotics for growth promotion in the absence of risk analysis.]","unknown","No","none"
"1145","Cote d'Ivoire","5.4 Country legislations on antimicrobial use [Country has legislation on marketing of pesticides including antimicrobial pesticides, such as bactericides and fungicides used in plant production.]","unknown","Yes","none"
"1146","Cote d'Ivoire","6.1 Raising awareness and understanding of AMR risks and response","unknown","B - Some activities in parts of the country to raise awareness about risks of antimicrobial resistance and actions that can be taken to address it.","none"
"1147","Cote d'Ivoire","6.1.1 For the level selected above, please indicate the extent of involvement of the sectors below. [Animal Health (terrestrial and aquatic)]","unknown","Some activities done in this sector","none"
"1148","Cote d'Ivoire","6.3 Training and professional education on AMR in the veterinary sector","unknown","B - Ad hoc AMR training courses available for veterinary related professionals.","none"
"1149","Cote d'Ivoire","6.5 Progress with strengthening veterinary services","unknown","B - Veterinary services assessed and plans developed to improve capacity, through a structured approach such as OIE Performance of Veterinary Services (PVS) Evaluation and PVS Gap Analysis missions.","none"
"1150","Cote d'Ivoire","7.2 National monitoring system for antimicrobials intended to be used in animals (terrestrial and aquatic) (sales/use)","unknown","C - Data collected and reported on total quantity of antimicrobials sold for/used in animals and their intended type of use (therapeutic or growth promotion).","none"
"1151","Cote d'Ivoire","7.5 (b) AMR surveillance is routinely undertaken in animals for the following categories: [Animal (terrestrial and/or aquatic) isolates linked to animal disease.]","unknown","Yes","none"
"1152","Cote d'Ivoire","7.5 (b) AMR surveillance is routinely undertaken in animals for the following categories: [Zoonotic pathogenic bacteria]","unknown","Yes","none"
"1153","Cote d'Ivoire","8.2 Good health, management and hygiene practices to reduce the use of antimicrobials and minimize development and transmission of AMR in animal production (terrestrial and aquatic)","unknown","B - Some activities in place to develop and promote good production practices.","none"
"1154","Cote d'Ivoire","9.2 Optimizing antimicrobial use in animal health (terrestrial and aquatic)","unknown","C - National legislation covers all aspects of national manufacture, import, marketing authorization, control of safety, quality and efficacy and distribution of antimicrobial products.","none"
"1155","Cote d'Ivoire","10. National assessment of risks for AMR transmission in the environment and pollution control. Legislation and/or regulations to prevent contamination of the environment with antimicrobials [Discharges from intensive animal (terrestrial and aquatic) production (liquid waste and manure) a) disposal into the environment][Are risk reduction actions underway-]","unknown","No","none"
"1156","Sierra Leone","4.1 Multi-sector and One Health collaboration/coordination","unknown","B - Multi-sectoral working group(s) or coordination committee on AMR established with Government leadership.","none"
"1157","Sierra Leone","4.2 Which sectors are actively involved in developing and implementing the AMR National Action Plan- [Food Production]","unknown","No","none"
"1158","Sierra Leone","4.2 Which sectors are actively involved in developing and implementing the AMR National Action Plan- [Environment]","unknown","Yes","none"
"1159","Sierra Leone","5.1 Country progress with development of a national action plan on AMR","unknown","D - National AMR action plan approved by government that reflects Global Action Plan objectives, with a budgeted operational plan and monitoring arrangements.","none"
"1160","Sierra Leone","5.2 Is your countrys national action plan on AMR linked to any other existing action plans, strategies or targets related to - [Malaria]","unknown","No","none"
"1161","Sierra Leone","5.3 If you have published your AMR national action plan, please insert a link here.","unknown","https://www.who.int/antimicrobial-resistance/national-action-plans/library/en/","none"
"1162","Sierra Leone","5.4 Country legislations on antimicrobial use [Country has laws or regulations that prohibits the use of antibiotics for growth promotion in the absence of risk analysis.]","unknown","No","none"
"1163","Sierra Leone","5.4 Country legislations on antimicrobial use [Country has legislation on marketing of pesticides including antimicrobial pesticides, such as bactericides and fungicides used in plant production.]","unknown","No","none"
"1164","Sierra Leone","6.1 Raising awareness and understanding of AMR risks and response","unknown","B - Some activities in parts of the country to raise awareness about risks of antimicrobial resistance and actions that can be taken to address it.","none"
"1165","Sierra Leone","6.1.1 For the level selected above, please indicate the extent of involvement of the sectors below. [Animal Health (terrestrial and aquatic)]","unknown","Some activities done in this sector","none"
"1166","Sierra Leone","6.3 Training and professional education on AMR in the veterinary sector","unknown","B - Ad hoc AMR training courses available for veterinary related professionals.","none"
"1167","Sierra Leone","6.5 Progress with strengthening veterinary services","unknown","C - Implementation of plan to strengthen capacity gaps in Veterinary Services underway.","none"
"1168","Sierra Leone","7.2 National monitoring system for antimicrobials intended to be used in animals (terrestrial and aquatic) (sales/use)","unknown","A - No national plan or system for monitoring sales/use of antimicrobials in animals.","none"
"1169","Sierra Leone","7.5 (b) AMR surveillance is routinely undertaken in animals for the following categories: [Animal (terrestrial and/or aquatic) isolates linked to animal disease.]","unknown","N/A","none"
"1170","Sierra Leone","7.5 (b) AMR surveillance is routinely undertaken in animals for the following categories: [Zoonotic pathogenic bacteria]","unknown","N/A","none"
"1171","Sierra Leone","8.2 Good health, management and hygiene practices to reduce the use of antimicrobials and minimize development and transmission of AMR in animal production (terrestrial and aquatic)","unknown","A - No systematic efforts to improve good production practices.","none"
"1172","Sierra Leone","9.2 Optimizing antimicrobial use in animal health (terrestrial and aquatic)","unknown","A - No national policy or legislation regarding the quality, safety and efficacy of antimicrobial products, and their distribution, sale or use.","none"
"1173","Sierra Leone","10. National assessment of risks for AMR transmission in the environment and pollution control. Legislation and/or regulations to prevent contamination of the environment with antimicrobials [Discharges from intensive animal (terrestrial and aquatic) production (liquid waste and manure) a) disposal into the environment][Are risk reduction actions underway-]","unknown","No","none"
"1174","Democratic Republic of the Congo","4.1 Multi-sector and One Health collaboration/coordination","unknown","B - Multi-sectoral working group(s) or coordination committee on AMR established with Government leadership.","none"
"1175","Democratic Republic of the Congo","4.2 Which sectors are actively involved in developing and implementing the AMR National Action Plan- [Food Production]","unknown","Yes","none"
"1176","Democratic Republic of the Congo","4.2 Which sectors are actively involved in developing and implementing the AMR National Action Plan- [Environment]","unknown","Yes","none"
"1177","Democratic Republic of the Congo","5.1 Country progress with development of a national action plan on AMR","unknown","C - National AMR action plan developed.","none"
"1178","Democratic Republic of the Congo","5.2 Is your countrys national action plan on AMR linked to any other existing action plans, strategies or targets related to - [Malaria]","unknown","Yes","none"
"1179","Democratic Republic of the Congo","5.3 If you have published your AMR national action plan, please insert a link here.","unknown",NA,"none"
"1180","Democratic Republic of the Congo","5.4 Country legislations on antimicrobial use [Country has laws or regulations that prohibits the use of antibiotics for growth promotion in the absence of risk analysis.]","unknown","No","none"
"1181","Democratic Republic of the Congo","5.4 Country legislations on antimicrobial use [Country has legislation on marketing of pesticides including antimicrobial pesticides, such as bactericides and fungicides used in plant production.]","unknown","Yes","none"
"1182","Democratic Republic of the Congo","6.1 Raising awareness and understanding of AMR risks and response","unknown","B - Some activities in parts of the country to raise awareness about risks of antimicrobial resistance and actions that can be taken to address it.","none"
"1183","Democratic Republic of the Congo","6.1.1 For the level selected above, please indicate the extent of involvement of the sectors below. [Animal Health (terrestrial and aquatic)]","unknown","Some activities done in this sector","none"
"1184","Democratic Republic of the Congo","6.3 Training and professional education on AMR in the veterinary sector","unknown","C - AMR and prudent use of antimicrobial agents are covered in core curricula for graduating veterinarians and for veterinary paraprofessionals in some educational institutions.","none"
"1185","Democratic Republic of the Congo","6.5 Progress with strengthening veterinary services","unknown","B - Veterinary services assessed and plans developed to improve capacity, through a structured approach such as OIE Performance of Veterinary Services (PVS) Evaluation and PVS Gap Analysis missions.","none"
"1186","Democratic Republic of the Congo","7.2 National monitoring system for antimicrobials intended to be used in animals (terrestrial and aquatic) (sales/use)","unknown","B - Plan agreed for monitoring quantities of antimicrobials sold for/used in animals, based on OIE standards.10","none"
"1187","Democratic Republic of the Congo","7.5 (b) AMR surveillance is routinely undertaken in animals for the following categories: [Animal (terrestrial and/or aquatic) isolates linked to animal disease.]","unknown","N/A","none"
"1188","Democratic Republic of the Congo","7.5 (b) AMR surveillance is routinely undertaken in animals for the following categories: [Zoonotic pathogenic bacteria]","unknown","N/A","none"
"1189","Democratic Republic of the Congo","8.2 Good health, management and hygiene practices to reduce the use of antimicrobials and minimize development and transmission of AMR in animal production (terrestrial and aquatic)","unknown","B - Some activities in place to develop and promote good production practices.","none"
"1190","Democratic Republic of the Congo","9.2 Optimizing antimicrobial use in animal health (terrestrial and aquatic)","unknown","B - National legislation covers some aspects of national manufacture, import, marketing authorization, control of safety, quality and efficacy and distribution of antimicrobial products.","none"
"1191","Democratic Republic of the Congo","10. National assessment of risks for AMR transmission in the environment and pollution control. Legislation and/or regulations to prevent contamination of the environment with antimicrobials [Discharges from intensive animal (terrestrial and aquatic) production (liquid waste and manure) a) disposal into the environment][Are risk reduction actions underway-]","unknown","No","none"
"1192","Libya","4.1 Multi-sector and One Health collaboration/coordination","unknown","D - Joint working on issues including agreement on common objectives.","none"
"1193","Libya","4.2 Which sectors are actively involved in developing and implementing the AMR National Action Plan- [Food Production]","unknown","No","none"
"1194","Libya","4.2 Which sectors are actively involved in developing and implementing the AMR National Action Plan- [Environment]","unknown","No","none"
"1195","Libya","5.1 Country progress with development of a national action plan on AMR","unknown","D - National AMR action plan approved by government that reflects Global Action Plan objectives, with a budgeted operational plan and monitoring arrangements.","none"
"1196","Libya","5.2 Is your countrys national action plan on AMR linked to any other existing action plans, strategies or targets related to - [Malaria]","unknown","No","none"
"1197","Libya","5.3 If you have published your AMR national action plan, please insert a link here.","unknown",NA,"none"
"1198","Libya","5.4 Country legislations on antimicrobial use [Country has laws or regulations that prohibits the use of antibiotics for growth promotion in the absence of risk analysis.]","unknown","No","none"
"1199","Libya","5.4 Country legislations on antimicrobial use [Country has legislation on marketing of pesticides including antimicrobial pesticides, such as bactericides and fungicides used in plant production.]","unknown","No","none"
"1200","Libya","6.1 Raising awareness and understanding of AMR risks and response","unknown","C - Limited or small-scale antimicrobial resistance awareness campaign targeting some but not all relevant stakeholders.","none"
"1201","Libya","6.1.1 For the level selected above, please indicate the extent of involvement of the sectors below. [Animal Health (terrestrial and aquatic)]","unknown","This sector is a main focus for activities","none"
"1202","Libya","6.3 Training and professional education on AMR in the veterinary sector","unknown","C - AMR and prudent use of antimicrobial agents are covered in core curricula for graduating veterinarians and for veterinary paraprofessionals in some educational institutions.","none"
"1203","Libya","6.5 Progress with strengthening veterinary services","unknown","A - No systematic approach at national level to strengthening Veterinary Services.","none"
"1204","Libya","7.2 National monitoring system for antimicrobials intended to be used in animals (terrestrial and aquatic) (sales/use)","unknown","A - No national plan or system for monitoring sales/use of antimicrobials in animals.","none"
"1205","Libya","7.5 (b) AMR surveillance is routinely undertaken in animals for the following categories: [Animal (terrestrial and/or aquatic) isolates linked to animal disease.]","unknown","N/A","none"
"1206","Libya","7.5 (b) AMR surveillance is routinely undertaken in animals for the following categories: [Zoonotic pathogenic bacteria]","unknown","N/A","none"
"1207","Libya","8.2 Good health, management and hygiene practices to reduce the use of antimicrobials and minimize development and transmission of AMR in animal production (terrestrial and aquatic)","unknown","B - Some activities in place to develop and promote good production practices.","none"
"1208","Libya","9.2 Optimizing antimicrobial use in animal health (terrestrial and aquatic)","unknown","B - National legislation covers some aspects of national manufacture, import, marketing authorization, control of safety, quality and efficacy and distribution of antimicrobial products.","none"
"1209","Libya","10. National assessment of risks for AMR transmission in the environment and pollution control. Legislation and/or regulations to prevent contamination of the environment with antimicrobials [Discharges from intensive animal (terrestrial and aquatic) production (liquid waste and manure) a) disposal into the environment][Are risk reduction actions underway-]","unknown","No","none"
"1210","Djibouti","4.1 Multi-sector and One Health collaboration/coordination","unknown","A - No formal multi-sectoral governance or coordination mechanism on AMR exists.","none"
"1211","Djibouti","4.2 Which sectors are actively involved in developing and implementing the AMR National Action Plan- [Food Production]","unknown","No","none"
"1212","Djibouti","4.2 Which sectors are actively involved in developing and implementing the AMR National Action Plan- [Environment]","unknown","No","none"
"1213","Djibouti","5.1 Country progress with development of a national action plan on AMR","unknown","A - No national AMR action plan.","none"
"1214","Djibouti","5.2 Is your countrys national action plan on AMR linked to any other existing action plans, strategies or targets related to - [Malaria]","unknown","No","none"
"1215","Djibouti","5.3 If you have published your AMR national action plan, please insert a link here.","unknown",NA,"none"
"1216","Djibouti","5.4 Country legislations on antimicrobial use [Country has laws or regulations that prohibits the use of antibiotics for growth promotion in the absence of risk analysis.]","unknown","No","none"
"1217","Djibouti","5.4 Country legislations on antimicrobial use [Country has legislation on marketing of pesticides including antimicrobial pesticides, such as bactericides and fungicides used in plant production.]","unknown","No","none"
"1218","Djibouti","6.1 Raising awareness and understanding of AMR risks and response","unknown","A - No significant awareness-raising activities on relevant aspects of risks of antimicrobial resistance.","none"
"1219","Djibouti","6.1.1 For the level selected above, please indicate the extent of involvement of the sectors below. [Animal Health (terrestrial and aquatic)]","unknown","This sector not involved","none"
"1220","Djibouti","6.3 Training and professional education on AMR in the veterinary sector","unknown","A - No training of veterinary related professionals (veterinarians and veterinary paraprofessionals) related to AMR.","none"
"1221","Djibouti","6.5 Progress with strengthening veterinary services","unknown","A - No systematic approach at national level to strengthening Veterinary Services.","none"
"1222","Djibouti","7.2 National monitoring system for antimicrobials intended to be used in animals (terrestrial and aquatic) (sales/use)","unknown","A - No national plan or system for monitoring sales/use of antimicrobials in animals.","none"
"1223","Djibouti","7.5 (b) AMR surveillance is routinely undertaken in animals for the following categories: [Animal (terrestrial and/or aquatic) isolates linked to animal disease.]","unknown","N/A","none"
"1224","Djibouti","7.5 (b) AMR surveillance is routinely undertaken in animals for the following categories: [Zoonotic pathogenic bacteria]","unknown","N/A","none"
"1225","Djibouti","8.2 Good health, management and hygiene practices to reduce the use of antimicrobials and minimize development and transmission of AMR in animal production (terrestrial and aquatic)","unknown","A - No systematic efforts to improve good production practices.","none"
"1226","Djibouti","9.2 Optimizing antimicrobial use in animal health (terrestrial and aquatic)","unknown","A - No national policy or legislation regarding the quality, safety and efficacy of antimicrobial products, and their distribution, sale or use.","none"
"1227","Djibouti","10. National assessment of risks for AMR transmission in the environment and pollution control. Legislation and/or regulations to prevent contamination of the environment with antimicrobials [Discharges from intensive animal (terrestrial and aquatic) production (liquid waste and manure) a) disposal into the environment][Are risk reduction actions underway-]","unknown","No","none"
"1228","Burkina Faso","4.1 Multi-sector and One Health collaboration/coordination","unknown","B - Multi-sectoral working group(s) or coordination committee on AMR established with Government leadership.","none"
"1229","Burkina Faso","4.2 Which sectors are actively involved in developing and implementing the AMR National Action Plan- [Food Production]","unknown","Yes","none"
"1230","Burkina Faso","4.2 Which sectors are actively involved in developing and implementing the AMR National Action Plan- [Environment]","unknown","Yes","none"
"1231","Burkina Faso","5.1 Country progress with development of a national action plan on AMR","unknown","B - National AMR action plan under development.","none"
"1232","Burkina Faso","5.2 Is your countrys national action plan on AMR linked to any other existing action plans, strategies or targets related to - [Malaria]","unknown","No","none"
"1233","Burkina Faso","5.3 If you have published your AMR national action plan, please insert a link here.","unknown",NA,"none"
"1234","Burkina Faso","5.4 Country legislations on antimicrobial use [Country has laws or regulations that prohibits the use of antibiotics for growth promotion in the absence of risk analysis.]","unknown","Yes","none"
"1235","Burkina Faso","5.4 Country legislations on antimicrobial use [Country has legislation on marketing of pesticides including antimicrobial pesticides, such as bactericides and fungicides used in plant production.]","unknown","Yes","none"
"1236","Burkina Faso","6.1 Raising awareness and understanding of AMR risks and response","unknown","D - Nationwide, government-supported antimicrobial resistance awareness campaign targeting all or the majority of priority stakeholder groups, based on stakeholder analysis, utilizing targeted messaging accordingly within sectors.","none"
"1237","Burkina Faso","6.1.1 For the level selected above, please indicate the extent of involvement of the sectors below. [Animal Health (terrestrial and aquatic)]","unknown","Some activities done in this sector","none"
"1238","Burkina Faso","6.3 Training and professional education on AMR in the veterinary sector","unknown","C - AMR and prudent use of antimicrobial agents are covered in core curricula for graduating veterinarians and for veterinary paraprofessionals in some educational institutions.","none"
"1239","Burkina Faso","6.5 Progress with strengthening veterinary services","unknown","B - Veterinary services assessed and plans developed to improve capacity, through a structured approach such as OIE Performance of Veterinary Services (PVS) Evaluation and PVS Gap Analysis missions.","none"
"1240","Burkina Faso","7.2 National monitoring system for antimicrobials intended to be used in animals (terrestrial and aquatic) (sales/use)","unknown","C - Data collected and reported on total quantity of antimicrobials sold for/used in animals and their intended type of use (therapeutic or growth promotion).","none"
"1241","Burkina Faso","7.5 (b) AMR surveillance is routinely undertaken in animals for the following categories: [Animal (terrestrial and/or aquatic) isolates linked to animal disease.]","unknown","Yes","none"
"1242","Burkina Faso","7.5 (b) AMR surveillance is routinely undertaken in animals for the following categories: [Zoonotic pathogenic bacteria]","unknown","No","none"
"1243","Burkina Faso","8.2 Good health, management and hygiene practices to reduce the use of antimicrobials and minimize development and transmission of AMR in animal production (terrestrial and aquatic)","unknown","B - Some activities in place to develop and promote good production practices.","none"
"1244","Burkina Faso","9.2 Optimizing antimicrobial use in animal health (terrestrial and aquatic)","unknown","C - National legislation covers all aspects of national manufacture, import, marketing authorization, control of safety, quality and efficacy and distribution of antimicrobial products.","none"
"1245","Burkina Faso","10. National assessment of risks for AMR transmission in the environment and pollution control. Legislation and/or regulations to prevent contamination of the environment with antimicrobials [Discharges from intensive animal (terrestrial and aquatic) production (liquid waste and manure) a) disposal into the environment][Are risk reduction actions underway-]","unknown","Yes","none"
"1246","Algeria","Presence of porcine cysticercosis","2017","No data","presence or absence"
"1247","Angola","Presence of porcine cysticercosis","2017","Present","presence or absence"
"1248","Benin","Presence of porcine cysticercosis","2017","Present","presence or absence"
"1249","Botswana","Presence of porcine cysticercosis","2017","No data","presence or absence"
"1250","Burkina Faso","Presence of porcine cysticercosis","2017","Present","presence or absence"
"1251","Burundi","Presence of porcine cysticercosis","2017","Present","presence or absence"
"1252","Cabo Verde","Presence of porcine cysticercosis","2017","Present","presence or absence"
"1253","Cameroon","Presence of porcine cysticercosis","2017","Present","presence or absence"
"1254","Central African Republic","Presence of porcine cysticercosis","2017","Present","presence or absence"
"1255","Chad","Presence of porcine cysticercosis","2017","Present","presence or absence"
"1256","Comoros","Presence of porcine cysticercosis","2017","No data","presence or absence"
"1257","Congo","Presence of porcine cysticercosis","2017","Present","presence or absence"
"1258","Cote d'Ivoire","Presence of porcine cysticercosis","2017","Present","presence or absence"
"1259","Democratic Republic of the Congo","Presence of porcine cysticercosis","2017","Present","presence or absence"
"1260","Djibouti","Presence of porcine cysticercosis","2017","Absent","presence or absence"
"1261","Equatorial Guinea","Presence of porcine cysticercosis","2017","Inconsistent information","presence or absence"
"1262","Eritrea","Presence of porcine cysticercosis","2017","No data","presence or absence"
"1263","Eswatini","Presence of porcine cysticercosis","2017","Inconsistent information","presence or absence"
"1264","Ethiopia","Presence of porcine cysticercosis","2017","No data","presence or absence"
"1265","Gabon","Presence of porcine cysticercosis","2017","Present","presence or absence"
"1266","Gambia","Presence of porcine cysticercosis","2017","Present","presence or absence"
"1267","Ghana","Presence of porcine cysticercosis","2017","Present","presence or absence"
"1268","Guinea","Presence of porcine cysticercosis","2017","Inconsistent information","presence or absence"
"1269","Guinea-Bissau","Presence of porcine cysticercosis","2017","Present","presence or absence"
"1270","Kenya","Presence of porcine cysticercosis","2017","Present","presence or absence"
"1271","Lesotho","Presence of porcine cysticercosis","2017","Inconsistent information","presence or absence"
"1272","Liberia","Presence of porcine cysticercosis","2017","Inconsistent information","presence or absence"
"1273","Libya","Presence of porcine cysticercosis","2017","Absent","presence or absence"
"1274","Madagascar","Presence of porcine cysticercosis","2017","Present","presence or absence"
"1275","Malawi","Presence of porcine cysticercosis","2017","Present","presence or absence"
"1276","Mali","Presence of porcine cysticercosis","2017","Inconsistent information","presence or absence"
"1277","Mauritania","Presence of porcine cysticercosis","2017","Absent","presence or absence"
"1278","Mauritius","Presence of porcine cysticercosis","2017","No data","presence or absence"
"1279","Morocco","Presence of porcine cysticercosis","2017","Inconsistent information","presence or absence"
"1280","Mozambique","Presence of porcine cysticercosis","2017","Present","presence or absence"
"1281","Namibia","Presence of porcine cysticercosis","2017","Inconsistent information","presence or absence"
"1282","Niger","Presence of porcine cysticercosis","2017","Inconsistent information","presence or absence"
"1283","Nigeria","Presence of porcine cysticercosis","2017","Present","presence or absence"
